chr1L	chr1L
Scaffold32834	chrUn_NW_016723403v1
Scaffold32835	chrUn_NW_016723404v1
Scaffold32836	chrUn_NW_016723405v1
Scaffold32837	chrUn_NW_016723406v1
Scaffold32838	chrUn_NW_016723407v1
Scaffold32839	chrUn_NW_016723408v1
Scaffold3284	chrUn_NW_016697889v1
Scaffold32840	chrUn_NW_016723409v1
Scaffold32841	chrUn_NW_016723410v1
Scaffold32842	chrUn_NW_016723411v1
Scaffold32843	chrUn_NW_016723412v1
Scaffold32844	chrUn_NW_016723413v1
Scaffold32845	chrUn_NW_016723414v1
Scaffold32846	chrUn_NW_016723415v1
Scaffold32847	chrUn_NW_016723416v1
Scaffold32848	chrUn_NW_016723417v1
Scaffold32849	chrUn_NW_016723418v1
Scaffold3285	chrUn_NW_016697890v1
Scaffold32850	chrUn_NW_016723419v1
Scaffold32851	chrUn_NW_016723420v1
Scaffold32852	chrUn_NW_016723421v1
Scaffold32853	chrUn_NW_016723422v1
Scaffold32854	chrUn_NW_016723423v1
Scaffold32855	chrUn_NW_016723424v1
Scaffold32856	chrUn_NW_016723425v1
Scaffold32857	chrUn_NW_016723426v1
Scaffold32858	chrUn_NW_016723427v1
Scaffold32859	chrUn_NW_016723428v1
Scaffold3286	chrUn_NW_016697891v1
Scaffold32860	chrUn_NW_016723429v1
Scaffold32861	chrUn_NW_016723430v1
Scaffold32862	chrUn_NW_016723431v1
Scaffold32863	chrUn_NW_016723432v1
Scaffold32865	chrUn_NW_016723433v1
Scaffold32866	chrUn_NW_016723434v1
Scaffold32868	chrUn_NW_016723435v1
Scaffold32869	chrUn_NW_016723436v1
Scaffold32870	chrUn_NW_016723437v1
Scaffold32871	chrUn_NW_016723438v1
Scaffold32872	chrUn_NW_016723439v1
Scaffold32873	chrUn_NW_016723440v1
Scaffold32874	chrUn_NW_016723441v1
Scaffold32875	chrUn_NW_016723442v1
Scaffold32876	chrUn_NW_016723443v1
Scaffold32877	chrUn_NW_016723444v1
Scaffold32878	chrUn_NW_016723445v1
Scaffold32879	chrUn_NW_016723446v1
Scaffold3288	chrUn_NW_016697892v1
Scaffold32880	chrUn_NW_016723447v1
Scaffold32881	chrUn_NW_016723448v1
Scaffold32882	chrUn_NW_016723449v1
Scaffold32883	chrUn_NW_016723450v1
Scaffold32884	chrUn_NW_016723451v1
Scaffold32885	chrUn_NW_016723452v1
Scaffold32886	chrUn_NW_016723453v1
Scaffold32887	chrUn_NW_016723454v1
Scaffold32888	chrUn_NW_016723455v1
Scaffold32889	chrUn_NW_016723456v1
Scaffold3289	chrUn_NW_016697893v1
Scaffold32890	chrUn_NW_016723457v1
Scaffold32891	chrUn_NW_016723458v1
Scaffold32892	chrUn_NW_016723459v1
Scaffold32893	chrUn_NW_016723460v1
Scaffold32894	chrUn_NW_016723461v1
Scaffold32895	chrUn_NW_016723462v1
Scaffold32896	chrUn_NW_016723463v1
Scaffold32897	chrUn_NW_016723464v1
Scaffold32898	chrUn_NW_016723465v1
Scaffold32899	chrUn_NW_016723466v1
Scaffold329	chrUn_NW_016695120v1
Scaffold3290	chrUn_NW_016697894v1
Scaffold32900	chrUn_NW_016723467v1
Scaffold32901	chrUn_NW_016723468v1
Scaffold32902	chrUn_NW_016723469v1
Scaffold32903	chrUn_NW_016723470v1
Scaffold32904	chrUn_NW_016723471v1
Scaffold32905	chrUn_NW_016723472v1
Scaffold32906	chrUn_NW_016723473v1
Scaffold32907	chrUn_NW_016723474v1
Scaffold32908	chrUn_NW_016723475v1
Scaffold32909	chrUn_NW_016723476v1
Scaffold3291	chrUn_NW_016697895v1
Scaffold32910	chrUn_NW_016723477v1
Scaffold32911	chrUn_NW_016723478v1
Scaffold32912	chrUn_NW_016723479v1
Scaffold32913	chrUn_NW_016723480v1
Scaffold32914	chrUn_NW_016723481v1
Scaffold32915	chrUn_NW_016723482v1
Scaffold32916	chrUn_NW_016723483v1
Scaffold32917	chrUn_NW_016723484v1
Scaffold32918	chrUn_NW_016723485v1
Scaffold32919	chrUn_NW_016723486v1
Scaffold3292	chrUn_NW_016697896v1
Scaffold32920	chrUn_NW_016723487v1
Scaffold32921	chrUn_NW_016723488v1
Scaffold32922	chrUn_NW_016723489v1
Scaffold32923	chrUn_NW_016723490v1
Scaffold32924	chrUn_NW_016723491v1
Scaffold32925	chrUn_NW_016723492v1
Scaffold32926	chrUn_NW_016723493v1
Scaffold32927	chrUn_NW_016723494v1
Scaffold32928	chrUn_NW_016723495v1
Scaffold32929	chrUn_NW_016723496v1
Scaffold3293	chrUn_NW_016697897v1
Scaffold32930	chrUn_NW_016723497v1
Scaffold32931	chrUn_NW_016723498v1
Scaffold32932	chrUn_NW_016723499v1
Scaffold32933	chrUn_NW_016723500v1
Scaffold32934	chrUn_NW_016723501v1
Scaffold32935	chrUn_NW_016723502v1
Scaffold32936	chrUn_NW_016723503v1
Scaffold32937	chrUn_NW_016723504v1
Scaffold32938	chrUn_NW_016723505v1
Scaffold32940	chrUn_NW_016723506v1
Scaffold32941	chrUn_NW_016723507v1
Scaffold32942	chrUn_NW_016723508v1
Scaffold32943	chrUn_NW_016723509v1
Scaffold32945	chrUn_NW_016723510v1
Scaffold32946	chrUn_NW_016723511v1
Scaffold32947	chrUn_NW_016723512v1
Scaffold32948	chrUn_NW_016723513v1
Scaffold32949	chrUn_NW_016723514v1
Scaffold3295	chrUn_NW_016697898v1
Scaffold32950	chrUn_NW_016723515v1
Scaffold32952	chrUn_NW_016723516v1
Scaffold32953	chrUn_NW_016723517v1
Scaffold32954	chrUn_NW_016723518v1
Scaffold32955	chrUn_NW_016723519v1
Scaffold32956	chrUn_NW_016723520v1
Scaffold32957	chrUn_NW_016723521v1
Scaffold32958	chrUn_NW_016723522v1
Scaffold32959	chrUn_NW_016723523v1
Scaffold3296	chrUn_NW_016697899v1
Scaffold32960	chrUn_NW_016723524v1
Scaffold32961	chrUn_NW_016723525v1
Scaffold32962	chrUn_NW_016723526v1
Scaffold32963	chrUn_NW_016723527v1
Scaffold32964	chrUn_NW_016723528v1
Scaffold32965	chrUn_NW_016723529v1
Scaffold32966	chrUn_NW_016723530v1
Scaffold32967	chrUn_NW_016723531v1
Scaffold32968	chrUn_NW_016723532v1
Scaffold32969	chrUn_NW_016723533v1
Scaffold3297	chrUn_NW_016697900v1
Scaffold32970	chrUn_NW_016723534v1
Scaffold32971	chrUn_NW_016723535v1
Scaffold32972	chrUn_NW_016723536v1
Scaffold32973	chrUn_NW_016723537v1
Scaffold32974	chrUn_NW_016723538v1
Scaffold32975	chrUn_NW_016723539v1
Scaffold32976	chrUn_NW_016723540v1
Scaffold32977	chrUn_NW_016723541v1
Scaffold32978	chrUn_NW_016723542v1
Scaffold32979	chrUn_NW_016723543v1
Scaffold3298	chrUn_NW_016697901v1
Scaffold32981	chrUn_NW_016723544v1
Scaffold32982	chrUn_NW_016723545v1
Scaffold32983	chrUn_NW_016723546v1
Scaffold32984	chrUn_NW_016723547v1
Scaffold32985	chrUn_NW_016723548v1
Scaffold32986	chrUn_NW_016723549v1
Scaffold32987	chrUn_NW_016723550v1
Scaffold32988	chrUn_NW_016723551v1
Scaffold32989	chrUn_NW_016723552v1
Scaffold3299	chrUn_NW_016697902v1
Scaffold32990	chrUn_NW_016723553v1
Scaffold32991	chrUn_NW_016723554v1
Scaffold32992	chrUn_NW_016723555v1
Scaffold32993	chrUn_NW_016723556v1
Scaffold32994	chrUn_NW_016723557v1
Scaffold32995	chrUn_NW_016723558v1
Scaffold32996	chrUn_NW_016723559v1
Scaffold32997	chrUn_NW_016723560v1
Scaffold32998	chrUn_NW_016723561v1
Scaffold32999	chrUn_NW_016723562v1
Scaffold33	chrUn_NW_016694824v1
Scaffold330	chrUn_NW_016695121v1
Scaffold3300	chrUn_NW_016697903v1
Scaffold33000	chrUn_NW_016723563v1
Scaffold33002	chrUn_NW_016723564v1
Scaffold33003	chrUn_NW_016723565v1
Scaffold33004	chrUn_NW_016723566v1
Scaffold33005	chrUn_NW_016723567v1
Scaffold33007	chrUn_NW_016723568v1
Scaffold33008	chrUn_NW_016723569v1
Scaffold33009	chrUn_NW_016723570v1
Scaffold3301	chrUn_NW_016697904v1
Scaffold33010	chrUn_NW_016723571v1
Scaffold33011	chrUn_NW_016723572v1
Scaffold33012	chrUn_NW_016723573v1
Scaffold33013	chrUn_NW_016723574v1
Scaffold33014	chrUn_NW_016723575v1
Scaffold33016	chrUn_NW_016723576v1
Scaffold33017	chrUn_NW_016723577v1
Scaffold33018	chrUn_NW_016723578v1
Scaffold33019	chrUn_NW_016723579v1
Scaffold3302	chrUn_NW_016697905v1
Scaffold33020	chrUn_NW_016723580v1
Scaffold33021	chrUn_NW_016723581v1
Scaffold33022	chrUn_NW_016723582v1
Scaffold33023	chrUn_NW_016723583v1
Scaffold33024	chrUn_NW_016723584v1
Scaffold33025	chrUn_NW_016723585v1
Scaffold33026	chrUn_NW_016723586v1
Scaffold33027	chrUn_NW_016723587v1
Scaffold33028	chrUn_NW_016723588v1
Scaffold33029	chrUn_NW_016723589v1
Scaffold33030	chrUn_NW_016723590v1
Scaffold33031	chrUn_NW_016723591v1
Scaffold33032	chrUn_NW_016723592v1
Scaffold33033	chrUn_NW_016723593v1
Scaffold33035	chrUn_NW_016723594v1
Scaffold33036	chrUn_NW_016723595v1
Scaffold33037	chrUn_NW_016723596v1
Scaffold33038	chrUn_NW_016723597v1
Scaffold33039	chrUn_NW_016723598v1
Scaffold3304	chrUn_NW_016697906v1
Scaffold33040	chrUn_NW_016723599v1
Scaffold33041	chrUn_NW_016723600v1
Scaffold33043	chrUn_NW_016723601v1
Scaffold33044	chrUn_NW_016723602v1
Scaffold33045	chrUn_NW_016723603v1
Scaffold33046	chrUn_NW_016723604v1
Scaffold33047	chrUn_NW_016723605v1
Scaffold33048	chrUn_NW_016723606v1
Scaffold33049	chrUn_NW_016723607v1
Scaffold3305	chrUn_NW_016697907v1
Scaffold33050	chrUn_NW_016723608v1
Scaffold33051	chrUn_NW_016723609v1
Scaffold33052	chrUn_NW_016723610v1
Scaffold33053	chrUn_NW_016723611v1
Scaffold33054	chrUn_NW_016723612v1
Scaffold33055	chrUn_NW_016723613v1
Scaffold33056	chrUn_NW_016723614v1
Scaffold33057	chrUn_NW_016723615v1
Scaffold33058	chrUn_NW_016723616v1
Scaffold33059	chrUn_NW_016723617v1
Scaffold3306	chrUn_NW_016697908v1
Scaffold33060	chrUn_NW_016723618v1
Scaffold33061	chrUn_NW_016723619v1
Scaffold33062	chrUn_NW_016723620v1
Scaffold33063	chrUn_NW_016723621v1
Scaffold33064	chrUn_NW_016723622v1
Scaffold33065	chrUn_NW_016723623v1
Scaffold33066	chrUn_NW_016723624v1
Scaffold33067	chrUn_NW_016723625v1
Scaffold33068	chrUn_NW_016723626v1
Scaffold33069	chrUn_NW_016723627v1
Scaffold3307	chrUn_NW_016697909v1
Scaffold33070	chrUn_NW_016723628v1
Scaffold33071	chrUn_NW_016723629v1
Scaffold33072	chrUn_NW_016723630v1
Scaffold33073	chrUn_NW_016723631v1
Scaffold33074	chrUn_NW_016723632v1
Scaffold33075	chrUn_NW_016723633v1
Scaffold33076	chrUn_NW_016723634v1
Scaffold33077	chrUn_NW_016723635v1
Scaffold33078	chrUn_NW_016723636v1
Scaffold33079	chrUn_NW_016723637v1
Scaffold3308	chrUn_NW_016697910v1
Scaffold33080	chrUn_NW_016723638v1
Scaffold33081	chrUn_NW_016723639v1
Scaffold33082	chrUn_NW_016723640v1
Scaffold33083	chrUn_NW_016723641v1
Scaffold33084	chrUn_NW_016723642v1
Scaffold33085	chrUn_NW_016723643v1
Scaffold33086	chrUn_NW_016723644v1
Scaffold33087	chrUn_NW_016723645v1
Scaffold33088	chrUn_NW_016723646v1
Scaffold33089	chrUn_NW_016723647v1
Scaffold3309	chrUn_NW_016697911v1
Scaffold33090	chrUn_NW_016723648v1
Scaffold33091	chrUn_NW_016723649v1
Scaffold33092	chrUn_NW_016723650v1
Scaffold33093	chrUn_NW_016723651v1
Scaffold33094	chrUn_NW_016723652v1
Scaffold33095	chrUn_NW_016723653v1
Scaffold33096	chrUn_NW_016723654v1
Scaffold33098	chrUn_NW_016723655v1
Scaffold33099	chrUn_NW_016723656v1
Scaffold331	chrUn_NW_016695122v1
Scaffold3310	chrUn_NW_016697912v1
Scaffold33100	chrUn_NW_016723657v1
Scaffold33102	chrUn_NW_016723658v1
Scaffold33103	chrUn_NW_016723659v1
Scaffold33104	chrUn_NW_016723660v1
Scaffold33105	chrUn_NW_016723661v1
Scaffold33107	chrUn_NW_016723662v1
Scaffold33108	chrUn_NW_016723663v1
Scaffold33109	chrUn_NW_016723664v1
Scaffold33110	chrUn_NW_016723665v1
Scaffold33111	chrUn_NW_016723666v1
Scaffold33113	chrUn_NW_016723667v1
Scaffold33114	chrUn_NW_016723668v1
Scaffold33115	chrUn_NW_016723669v1
Scaffold33116	chrUn_NW_016723670v1
Scaffold33117	chrUn_NW_016723671v1
Scaffold33118	chrUn_NW_016723672v1
Scaffold33119	chrUn_NW_016723673v1
Scaffold3312	chrUn_NW_016697913v1
Scaffold33120	chrUn_NW_016723674v1
Scaffold33121	chrUn_NW_016723675v1
Scaffold33122	chrUn_NW_016723676v1
Scaffold33123	chrUn_NW_016723677v1
Scaffold33124	chrUn_NW_016723678v1
Scaffold33125	chrUn_NW_016723679v1
Scaffold33126	chrUn_NW_016723680v1
Scaffold33127	chrUn_NW_016723681v1
Scaffold33128	chrUn_NW_016723682v1
Scaffold33129	chrUn_NW_016723683v1
Scaffold3313	chrUn_NW_016697914v1
Scaffold33130	chrUn_NW_016723684v1
Scaffold33131	chrUn_NW_016723685v1
Scaffold33132	chrUn_NW_016723686v1
Scaffold33133	chrUn_NW_016723687v1
Scaffold33134	chrUn_NW_016723688v1
Scaffold33135	chrUn_NW_016723689v1
Scaffold33136	chrUn_NW_016723690v1
Scaffold33137	chrUn_NW_016723691v1
Scaffold33138	chrUn_NW_016723692v1
Scaffold33139	chrUn_NW_016723693v1
Scaffold3314	chrUn_NW_016697915v1
Scaffold33140	chrUn_NW_016723694v1
Scaffold33141	chrUn_NW_016723695v1
Scaffold33142	chrUn_NW_016723696v1
Scaffold33144	chrUn_NW_016723697v1
Scaffold33145	chrUn_NW_016723698v1
Scaffold33146	chrUn_NW_016723699v1
Scaffold33147	chrUn_NW_016723700v1
Scaffold33148	chrUn_NW_016723701v1
Scaffold33149	chrUn_NW_016723702v1
Scaffold3315	chrUn_NW_016697916v1
Scaffold33150	chrUn_NW_016723703v1
Scaffold33151	chrUn_NW_016723704v1
Scaffold33152	chrUn_NW_016723705v1
Scaffold33153	chrUn_NW_016723706v1
Scaffold33154	chrUn_NW_016723707v1
Scaffold33155	chrUn_NW_016723708v1
Scaffold33156	chrUn_NW_016723709v1
Scaffold33157	chrUn_NW_016723710v1
Scaffold33159	chrUn_NW_016723711v1
Scaffold3316	chrUn_NW_016697917v1
Scaffold33160	chrUn_NW_016723712v1
Scaffold33161	chrUn_NW_016723713v1
Scaffold33162	chrUn_NW_016723714v1
Scaffold33163	chrUn_NW_016723715v1
Scaffold33164	chrUn_NW_016723716v1
Scaffold33165	chrUn_NW_016723717v1
Scaffold33166	chrUn_NW_016723718v1
Scaffold33167	chrUn_NW_016723719v1
Scaffold33168	chrUn_NW_016723720v1
Scaffold33169	chrUn_NW_016723721v1
Scaffold33170	chrUn_NW_016723722v1
Scaffold33172	chrUn_NW_016723723v1
Scaffold33173	chrUn_NW_016723724v1
Scaffold33174	chrUn_NW_016723725v1
Scaffold33175	chrUn_NW_016723726v1
Scaffold33176	chrUn_NW_016723727v1
Scaffold33177	chrUn_NW_016723728v1
Scaffold33178	chrUn_NW_016723729v1
Scaffold33179	chrUn_NW_016723730v1
Scaffold3318	chrUn_NW_016697918v1
Scaffold33182	chrUn_NW_016723731v1
Scaffold33183	chrUn_NW_016723732v1
Scaffold33184	chrUn_NW_016723733v1
Scaffold33185	chrUn_NW_016723734v1
Scaffold33186	chrUn_NW_016723735v1
Scaffold33188	chrUn_NW_016723736v1
Scaffold33189	chrUn_NW_016723737v1
Scaffold3319	chrUn_NW_016697919v1
Scaffold33190	chrUn_NW_016723738v1
Scaffold33191	chrUn_NW_016723739v1
Scaffold33192	chrUn_NW_016723740v1
Scaffold33193	chrUn_NW_016723741v1
Scaffold33194	chrUn_NW_016723742v1
Scaffold33195	chrUn_NW_016723743v1
Scaffold33196	chrUn_NW_016723744v1
Scaffold33197	chrUn_NW_016723745v1
Scaffold33199	chrUn_NW_016723746v1
Scaffold332	chrUn_NW_016695123v1
Scaffold3320	chrUn_NW_016697920v1
Scaffold33200	chrUn_NW_016723747v1
Scaffold33201	chrUn_NW_016723748v1
Scaffold33202	chrUn_NW_016723749v1
Scaffold33203	chrUn_NW_016723750v1
Scaffold33204	chrUn_NW_016723751v1
Scaffold33205	chrUn_NW_016723752v1
Scaffold33206	chrUn_NW_016723753v1
Scaffold33207	chrUn_NW_016723754v1
Scaffold33208	chrUn_NW_016723755v1
Scaffold33209	chrUn_NW_016723756v1
Scaffold3321	chrUn_NW_016697921v1
Scaffold33210	chrUn_NW_016723757v1
Scaffold33211	chrUn_NW_016723758v1
Scaffold33212	chrUn_NW_016723759v1
Scaffold33213	chrUn_NW_016723760v1
Scaffold33214	chrUn_NW_016723761v1
Scaffold33215	chrUn_NW_016723762v1
Scaffold33216	chrUn_NW_016723763v1
Scaffold33217	chrUn_NW_016723764v1
Scaffold33218	chrUn_NW_016723765v1
Scaffold33219	chrUn_NW_016723766v1
Scaffold3322	chrUn_NW_016697922v1
Scaffold33220	chrUn_NW_016723767v1
Scaffold33221	chrUn_NW_016723768v1
Scaffold33222	chrUn_NW_016723769v1
Scaffold33223	chrUn_NW_016723770v1
Scaffold33224	chrUn_NW_016723771v1
Scaffold33225	chrUn_NW_016723772v1
Scaffold33226	chrUn_NW_016723773v1
Scaffold33227	chrUn_NW_016723774v1
Scaffold33228	chrUn_NW_016723775v1
Scaffold33229	chrUn_NW_016723776v1
Scaffold3323	chrUn_NW_016697923v1
Scaffold33230	chrUn_NW_016723777v1
Scaffold33231	chrUn_NW_016723778v1
Scaffold33232	chrUn_NW_016723779v1
Scaffold33233	chrUn_NW_016723780v1
Scaffold33235	chrUn_NW_016723781v1
Scaffold33236	chrUn_NW_016723782v1
Scaffold33237	chrUn_NW_016723783v1
Scaffold33238	chrUn_NW_016723784v1
Scaffold33239	chrUn_NW_016723785v1
Scaffold3324	chrUn_NW_016697924v1
Scaffold33241	chrUn_NW_016723786v1
Scaffold33242	chrUn_NW_016723787v1
Scaffold33243	chrUn_NW_016723788v1
Scaffold33244	chrUn_NW_016723789v1
Scaffold33246	chrUn_NW_016723790v1
Scaffold33247	chrUn_NW_016723791v1
Scaffold33248	chrUn_NW_016723792v1
Scaffold33249	chrUn_NW_016723793v1
Scaffold3325	chrUn_NW_016697925v1
Scaffold33250	chrUn_NW_016723794v1
Scaffold33251	chrUn_NW_016723795v1
Scaffold33252	chrUn_NW_016723796v1
Scaffold33253	chrUn_NW_016723797v1
Scaffold33254	chrUn_NW_016723798v1
Scaffold33255	chrUn_NW_016723799v1
Scaffold33256	chrUn_NW_016723800v1
Scaffold33257	chrUn_NW_016723801v1
Scaffold33258	chrUn_NW_016723802v1
Scaffold33259	chrUn_NW_016723803v1
Scaffold3326	chrUn_NW_016697926v1
Scaffold33260	chrUn_NW_016723804v1
Scaffold33261	chrUn_NW_016723805v1
Scaffold33262	chrUn_NW_016723806v1
Scaffold33263	chrUn_NW_016723807v1
Scaffold33264	chrUn_NW_016723808v1
Scaffold33265	chrUn_NW_016723809v1
Scaffold33266	chrUn_NW_016723810v1
Scaffold33267	chrUn_NW_016723811v1
Scaffold33268	chrUn_NW_016723812v1
Scaffold33269	chrUn_NW_016723813v1
Scaffold3327	chrUn_NW_016697927v1
Scaffold33270	chrUn_NW_016723814v1
Scaffold33271	chrUn_NW_016723815v1
Scaffold33272	chrUn_NW_016723816v1
Scaffold33273	chrUn_NW_016723817v1
Scaffold33274	chrUn_NW_016723818v1
Scaffold33275	chrUn_NW_016723819v1
Scaffold33276	chrUn_NW_016723820v1
Scaffold33277	chrUn_NW_016723821v1
Scaffold33278	chrUn_NW_016723822v1
Scaffold33279	chrUn_NW_016723823v1
Scaffold3328	chrUn_NW_016697928v1
Scaffold33280	chrUn_NW_016723824v1
Scaffold33283	chrUn_NW_016723825v1
Scaffold33284	chrUn_NW_016723826v1
Scaffold33285	chrUn_NW_016723827v1
Scaffold33286	chrUn_NW_016723828v1
Scaffold33287	chrUn_NW_016723829v1
Scaffold33288	chrUn_NW_016723830v1
Scaffold33289	chrUn_NW_016723831v1
Scaffold33291	chrUn_NW_016723832v1
Scaffold33292	chrUn_NW_016723833v1
Scaffold33293	chrUn_NW_016723834v1
Scaffold33294	chrUn_NW_016723835v1
Scaffold33295	chrUn_NW_016723836v1
Scaffold33296	chrUn_NW_016723837v1
Scaffold33297	chrUn_NW_016723838v1
Scaffold33298	chrUn_NW_016723839v1
Scaffold33299	chrUn_NW_016723840v1
Scaffold333	chrUn_NW_016695124v1
Scaffold3330	chrUn_NW_016697929v1
Scaffold33300	chrUn_NW_016723841v1
Scaffold33301	chrUn_NW_016723842v1
Scaffold33302	chrUn_NW_016723843v1
Scaffold33303	chrUn_NW_016723844v1
Scaffold33304	chrUn_NW_016723845v1
Scaffold33305	chrUn_NW_016723846v1
Scaffold33306	chrUn_NW_016723847v1
Scaffold33307	chrUn_NW_016723848v1
Scaffold33308	chrUn_NW_016723849v1
Scaffold33309	chrUn_NW_016723850v1
Scaffold33311	chrUn_NW_016723851v1
Scaffold33312	chrUn_NW_016723852v1
Scaffold33313	chrUn_NW_016723853v1
Scaffold33314	chrUn_NW_016723854v1
Scaffold33315	chrUn_NW_016723855v1
Scaffold33316	chrUn_NW_016723856v1
Scaffold33317	chrUn_NW_016723857v1
Scaffold33318	chrUn_NW_016723858v1
Scaffold33320	chrUn_NW_016723859v1
Scaffold33321	chrUn_NW_016723860v1
Scaffold33322	chrUn_NW_016723861v1
Scaffold33323	chrUn_NW_016723862v1
Scaffold33324	chrUn_NW_016723863v1
Scaffold33326	chrUn_NW_016723864v1
Scaffold33327	chrUn_NW_016723865v1
Scaffold33328	chrUn_NW_016723866v1
Scaffold33329	chrUn_NW_016723867v1
Scaffold3333	chrUn_NW_016697930v1
Scaffold33330	chrUn_NW_016723868v1
Scaffold33331	chrUn_NW_016723869v1
Scaffold33332	chrUn_NW_016723870v1
Scaffold33333	chrUn_NW_016723871v1
Scaffold33334	chrUn_NW_016723872v1
Scaffold33335	chrUn_NW_016723873v1
Scaffold33336	chrUn_NW_016723874v1
Scaffold33337	chrUn_NW_016723875v1
Scaffold33338	chrUn_NW_016723876v1
Scaffold33339	chrUn_NW_016723877v1
Scaffold3334	chrUn_NW_016697931v1
Scaffold33340	chrUn_NW_016723878v1
Scaffold33341	chrUn_NW_016723879v1
Scaffold33342	chrUn_NW_016723880v1
Scaffold33343	chrUn_NW_016723881v1
Scaffold33344	chrUn_NW_016723882v1
Scaffold33345	chrUn_NW_016723883v1
Scaffold33346	chrUn_NW_016723884v1
Scaffold33347	chrUn_NW_016723885v1
Scaffold33348	chrUn_NW_016723886v1
Scaffold33349	chrUn_NW_016723887v1
Scaffold33350	chrUn_NW_016723888v1
Scaffold33351	chrUn_NW_016723889v1
Scaffold33352	chrUn_NW_016723890v1
Scaffold33354	chrUn_NW_016723891v1
Scaffold33355	chrUn_NW_016723892v1
Scaffold33356	chrUn_NW_016723893v1
Scaffold33357	chrUn_NW_016723894v1
Scaffold33358	chrUn_NW_016723895v1
Scaffold33359	chrUn_NW_016723896v1
Scaffold3336	chrUn_NW_016697932v1
Scaffold33360	chrUn_NW_016723897v1
Scaffold33361	chrUn_NW_016723898v1
Scaffold33363	chrUn_NW_016723899v1
Scaffold33364	chrUn_NW_016723900v1
Scaffold33365	chrUn_NW_016723901v1
Scaffold33366	chrUn_NW_016723902v1
Scaffold33367	chrUn_NW_016723903v1
Scaffold33368	chrUn_NW_016723904v1
Scaffold33369	chrUn_NW_016723905v1
Scaffold3337	chrUn_NW_016697933v1
Scaffold33370	chrUn_NW_016723906v1
Scaffold33371	chrUn_NW_016723907v1
Scaffold33372	chrUn_NW_016723908v1
Scaffold33373	chrUn_NW_016723909v1
Scaffold33374	chrUn_NW_016723910v1
Scaffold33375	chrUn_NW_016723911v1
Scaffold33376	chrUn_NW_016723912v1
Scaffold33377	chrUn_NW_016723913v1
Scaffold33378	chrUn_NW_016723914v1
Scaffold33379	chrUn_NW_016723915v1
Scaffold3338	chrUn_NW_016697934v1
Scaffold33380	chrUn_NW_016723916v1
Scaffold33381	chrUn_NW_016723917v1
Scaffold33382	chrUn_NW_016723918v1
Scaffold33383	chrUn_NW_016723919v1
Scaffold33385	chrUn_NW_016723920v1
Scaffold33386	chrUn_NW_016723921v1
Scaffold33387	chrUn_NW_016723922v1
Scaffold33388	chrUn_NW_016723923v1
Scaffold33389	chrUn_NW_016723924v1
Scaffold33390	chrUn_NW_016723925v1
Scaffold33391	chrUn_NW_016723926v1
Scaffold33392	chrUn_NW_016723927v1
Scaffold33394	chrUn_NW_016723928v1
Scaffold33396	chrUn_NW_016723929v1
Scaffold33397	chrUn_NW_016723930v1
Scaffold33398	chrUn_NW_016723931v1
Scaffold33399	chrUn_NW_016723932v1
Scaffold334	chrUn_NW_016695125v1
Scaffold3340	chrUn_NW_016697935v1
Scaffold33400	chrUn_NW_016723933v1
Scaffold33401	chrUn_NW_016723934v1
Scaffold33402	chrUn_NW_016723935v1
Scaffold33403	chrUn_NW_016723936v1
Scaffold33404	chrUn_NW_016723937v1
Scaffold33405	chrUn_NW_016723938v1
Scaffold33406	chrUn_NW_016723939v1
Scaffold33407	chrUn_NW_016723940v1
Scaffold33408	chrUn_NW_016723941v1
Scaffold33409	chrUn_NW_016723942v1
Scaffold3341	chrUn_NW_016697936v1
Scaffold33410	chrUn_NW_016723943v1
Scaffold33411	chrUn_NW_016723944v1
Scaffold33412	chrUn_NW_016723945v1
Scaffold33413	chrUn_NW_016723946v1
Scaffold33414	chrUn_NW_016723947v1
Scaffold33415	chrUn_NW_016723948v1
Scaffold33416	chrUn_NW_016723949v1
Scaffold33417	chrUn_NW_016723950v1
Scaffold33418	chrUn_NW_016723951v1
Scaffold33419	chrUn_NW_016723952v1
Scaffold3342	chrUn_NW_016697937v1
Scaffold33420	chrUn_NW_016723953v1
Scaffold33421	chrUn_NW_016723954v1
Scaffold33422	chrUn_NW_016723955v1
Scaffold33424	chrUn_NW_016723956v1
Scaffold33425	chrUn_NW_016723957v1
Scaffold33426	chrUn_NW_016723958v1
Scaffold33427	chrUn_NW_016723959v1
Scaffold33428	chrUn_NW_016723960v1
Scaffold33429	chrUn_NW_016723961v1
Scaffold33430	chrUn_NW_016723962v1
Scaffold33431	chrUn_NW_016723963v1
Scaffold33432	chrUn_NW_016723964v1
Scaffold33433	chrUn_NW_016723965v1
Scaffold33434	chrUn_NW_016723966v1
Scaffold33435	chrUn_NW_016723967v1
Scaffold33436	chrUn_NW_016723968v1
Scaffold33437	chrUn_NW_016723969v1
Scaffold33438	chrUn_NW_016723970v1
Scaffold33439	chrUn_NW_016723971v1
Scaffold3344	chrUn_NW_016697938v1
Scaffold33440	chrUn_NW_016723972v1
Scaffold33441	chrUn_NW_016723973v1
Scaffold33442	chrUn_NW_016723974v1
Scaffold33443	chrUn_NW_016723975v1
Scaffold33444	chrUn_NW_016723976v1
Scaffold33445	chrUn_NW_016723977v1
Scaffold33447	chrUn_NW_016723978v1
Scaffold33448	chrUn_NW_016723979v1
Scaffold33449	chrUn_NW_016723980v1
Scaffold33450	chrUn_NW_016723981v1
