Chr01	chr1
scaffold_5907	chrUn_NW_016687530v1
scaffold_5908	chrUn_NW_016687531v1
scaffold_591	chrUn_NW_016683810v1
scaffold_5911	chrUn_NW_016687532v1
scaffold_5912	chrUn_NW_016687533v1
scaffold_5913	chrUn_NW_016687534v1
scaffold_5915	chrUn_NW_016687535v1
scaffold_5916	chrUn_NW_016687536v1
scaffold_5917	chrUn_NW_016687537v1
scaffold_5919	chrUn_NW_016687538v1
scaffold_592	chrUn_NW_016683811v1
scaffold_5920	chrUn_NW_016687539v1
scaffold_5921	chrUn_NW_016687540v1
scaffold_5922	chrUn_NW_016687541v1
scaffold_5923	chrUn_NW_016687542v1
scaffold_5924	chrUn_NW_016687543v1
scaffold_5925	chrUn_NW_016687544v1
scaffold_5926	chrUn_NW_016687545v1
scaffold_5927	chrUn_NW_016687546v1
scaffold_5928	chrUn_NW_016687547v1
scaffold_5929	chrUn_NW_016687548v1
scaffold_593	chrUn_NW_016683812v1
scaffold_5930	chrUn_NW_016687549v1
scaffold_5933	chrUn_NW_016687550v1
scaffold_5934	chrUn_NW_016687551v1
scaffold_5935	chrUn_NW_016687552v1
scaffold_5936	chrUn_NW_016687553v1
scaffold_5938	chrUn_NW_016687554v1
scaffold_5939	chrUn_NW_016687555v1
scaffold_5940	chrUn_NW_016687556v1
scaffold_5941	chrUn_NW_016687557v1
scaffold_5942	chrUn_NW_016687558v1
scaffold_5943	chrUn_NW_016687559v1
scaffold_5947	chrUn_NW_016687560v1
scaffold_5948	chrUn_NW_016687561v1
scaffold_5949	chrUn_NW_016687562v1
scaffold_595	chrUn_NW_016683813v1
scaffold_5950	chrUn_NW_016687563v1
scaffold_5952	chrUn_NW_016687564v1
scaffold_5953	chrUn_NW_016687565v1
scaffold_5954	chrUn_NW_016687566v1
scaffold_5955	chrUn_NW_016687567v1
scaffold_5957	chrUn_NW_016687568v1
scaffold_5958	chrUn_NW_016687569v1
scaffold_5959	chrUn_NW_016687570v1
scaffold_596	chrUn_NW_016683814v1
scaffold_5960	chrUn_NW_016687571v1
scaffold_5961	chrUn_NW_016687572v1
scaffold_5962	chrUn_NW_016687573v1
scaffold_5964	chrUn_NW_016687574v1
scaffold_5965	chrUn_NW_016687575v1
scaffold_5967	chrUn_NW_016687576v1
scaffold_5968	chrUn_NW_016687577v1
scaffold_5969	chrUn_NW_016687578v1
scaffold_597	chrUn_NW_016683815v1
scaffold_5970	chrUn_NW_016687579v1
scaffold_5971	chrUn_NW_016687580v1
scaffold_5972	chrUn_NW_016687581v1
scaffold_5973	chrUn_NW_016687582v1
scaffold_5974	chrUn_NW_016687583v1
scaffold_5975	chrUn_NW_016687584v1
scaffold_5976	chrUn_NW_016687585v1
scaffold_5978	chrUn_NW_016687586v1
scaffold_5979	chrUn_NW_016687587v1
scaffold_598	chrUn_NW_016683816v1
scaffold_5980	chrUn_NW_016687588v1
scaffold_5983	chrUn_NW_016687589v1
scaffold_5984	chrUn_NW_016687590v1
scaffold_5989	chrUn_NW_016687591v1
scaffold_599	chrUn_NW_016683817v1
scaffold_5990	chrUn_NW_016687592v1
scaffold_5991	chrUn_NW_016687593v1
scaffold_5992	chrUn_NW_016687594v1
scaffold_5993	chrUn_NW_016687595v1
scaffold_5994	chrUn_NW_016687596v1
scaffold_5995	chrUn_NW_016687597v1
scaffold_5996	chrUn_NW_016687598v1
scaffold_5997	chrUn_NW_016687599v1
scaffold_5998	chrUn_NW_016687600v1
scaffold_5999	chrUn_NW_016687601v1
scaffold_6000	chrUn_NW_016687602v1
scaffold_6001	chrUn_NW_016687603v1
scaffold_6003	chrUn_NW_016687604v1
scaffold_6004	chrUn_NW_016687605v1
scaffold_6005	chrUn_NW_016687606v1
scaffold_6006	chrUn_NW_016687607v1
scaffold_6007	chrUn_NW_016687608v1
scaffold_6008	chrUn_NW_016687609v1
scaffold_601	chrUn_NW_016683818v1
scaffold_6010	chrUn_NW_016687610v1
scaffold_6011	chrUn_NW_016687611v1
scaffold_6013	chrUn_NW_016687612v1
scaffold_6014	chrUn_NW_016687613v1
scaffold_6015	chrUn_NW_016687614v1
scaffold_6016	chrUn_NW_016687615v1
scaffold_6017	chrUn_NW_016687616v1
scaffold_6018	chrUn_NW_016687617v1
scaffold_6019	chrUn_NW_016687618v1
scaffold_602	chrUn_NW_016683819v1
scaffold_6020	chrUn_NW_016687619v1
scaffold_6021	chrUn_NW_016687620v1
scaffold_6022	chrUn_NW_016687621v1
scaffold_6023	chrUn_NW_016687622v1
scaffold_6024	chrUn_NW_016687623v1
scaffold_6026	chrUn_NW_016687624v1
scaffold_6027	chrUn_NW_016687625v1
scaffold_6028	chrUn_NW_016687626v1
scaffold_6029	chrUn_NW_016687627v1
scaffold_603	chrUn_NW_016683820v1
scaffold_6030	chrUn_NW_016687628v1
scaffold_6031	chrUn_NW_016687629v1
scaffold_6033	chrUn_NW_016687630v1
scaffold_6034	chrUn_NW_016687631v1
scaffold_6035	chrUn_NW_016687632v1
scaffold_6036	chrUn_NW_016687633v1
scaffold_604	chrUn_NW_016683821v1
scaffold_6042	chrUn_NW_016687634v1
scaffold_6043	chrUn_NW_016687635v1
scaffold_6044	chrUn_NW_016687636v1
scaffold_6047	chrUn_NW_016687637v1
scaffold_6048	chrUn_NW_016687638v1
scaffold_6049	chrUn_NW_016687639v1
scaffold_605	chrUn_NW_016683822v1
scaffold_6050	chrUn_NW_016687640v1
scaffold_6051	chrUn_NW_016687641v1
scaffold_6052	chrUn_NW_016687642v1
scaffold_6054	chrUn_NW_016687643v1
scaffold_6056	chrUn_NW_016687644v1
scaffold_6057	chrUn_NW_016687645v1
scaffold_6058	chrUn_NW_016687646v1
scaffold_606	chrUn_NW_016683823v1
scaffold_6060	chrUn_NW_016687647v1
scaffold_6062	chrUn_NW_016687648v1
scaffold_6063	chrUn_NW_016687649v1
scaffold_6065	chrUn_NW_016687650v1
scaffold_6066	chrUn_NW_016687651v1
scaffold_6067	chrUn_NW_016687652v1
scaffold_6068	chrUn_NW_016687653v1
scaffold_607	chrUn_NW_016683824v1
scaffold_6071	chrUn_NW_016687654v1
scaffold_6074	chrUn_NW_016687655v1
scaffold_6076	chrUn_NW_016687656v1
scaffold_6077	chrUn_NW_016687657v1
scaffold_6078	chrUn_NW_016687658v1
scaffold_6079	chrUn_NW_016687659v1
scaffold_608	chrUn_NW_016683825v1
scaffold_6080	chrUn_NW_016687660v1
scaffold_6081	chrUn_NW_016687661v1
scaffold_6082	chrUn_NW_016687662v1
scaffold_6085	chrUn_NW_016687663v1
scaffold_6086	chrUn_NW_016687664v1
scaffold_6089	chrUn_NW_016687665v1
scaffold_609	chrUn_NW_016683826v1
scaffold_6090	chrUn_NW_016687666v1
scaffold_6094	chrUn_NW_016687667v1
scaffold_6095	chrUn_NW_016687668v1
scaffold_6096	chrUn_NW_016687669v1
scaffold_6097	chrUn_NW_016687670v1
scaffold_6099	chrUn_NW_016687671v1
scaffold_61	chrUn_NW_016683401v1
scaffold_610	chrUn_NW_016683827v1
scaffold_6100	chrUn_NW_016687672v1
scaffold_6101	chrUn_NW_016687673v1
scaffold_6102	chrUn_NW_016687674v1
scaffold_6103	chrUn_NW_016687675v1
scaffold_6104	chrUn_NW_016687676v1
scaffold_6105	chrUn_NW_016687677v1
scaffold_6106	chrUn_NW_016687678v1
scaffold_6108	chrUn_NW_016687679v1
scaffold_6109	chrUn_NW_016687680v1
scaffold_611	chrUn_NW_016683828v1
scaffold_6111	chrUn_NW_016687681v1
scaffold_6112	chrUn_NW_016687682v1
scaffold_6113	chrUn_NW_016687683v1
scaffold_6115	chrUn_NW_016687684v1
scaffold_6116	chrUn_NW_016687685v1
scaffold_6117	chrUn_NW_016687686v1
scaffold_6118	chrUn_NW_016687687v1
scaffold_612	chrUn_NW_016683829v1
scaffold_6120	chrUn_NW_016687688v1
scaffold_6122	chrUn_NW_016687689v1
scaffold_6123	chrUn_NW_016687690v1
scaffold_6124	chrUn_NW_016687691v1
scaffold_6125	chrUn_NW_016687692v1
scaffold_6126	chrUn_NW_016687693v1
scaffold_6128	chrUn_NW_016687694v1
scaffold_6129	chrUn_NW_016687695v1
scaffold_6130	chrUn_NW_016687696v1
scaffold_6132	chrUn_NW_016687697v1
scaffold_6133	chrUn_NW_016687698v1
scaffold_6134	chrUn_NW_016687699v1
scaffold_6136	chrUn_NW_016687700v1
scaffold_6137	chrUn_NW_016687701v1
scaffold_6138	chrUn_NW_016687702v1
scaffold_6139	chrUn_NW_016687703v1
scaffold_614	chrUn_NW_016683830v1
scaffold_6140	chrUn_NW_016687704v1
scaffold_6143	chrUn_NW_016687705v1
scaffold_6144	chrUn_NW_016687706v1
scaffold_6145	chrUn_NW_016687707v1
scaffold_6146	chrUn_NW_016687708v1
scaffold_6147	chrUn_NW_016687709v1
scaffold_6148	chrUn_NW_016687710v1
scaffold_6149	chrUn_NW_016687711v1
scaffold_615	chrUn_NW_016683831v1
scaffold_6150	chrUn_NW_016687712v1
scaffold_6152	chrUn_NW_016687713v1
scaffold_6153	chrUn_NW_016687714v1
scaffold_6155	chrUn_NW_016687715v1
scaffold_6156	chrUn_NW_016687716v1
scaffold_6157	chrUn_NW_016687717v1
scaffold_6159	chrUn_NW_016687718v1
scaffold_6160	chrUn_NW_016687719v1
scaffold_6161	chrUn_NW_016687720v1
scaffold_6163	chrUn_NW_016687721v1
scaffold_6164	chrUn_NW_016687722v1
scaffold_6168	chrUn_NW_016687723v1
scaffold_6169	chrUn_NW_016687724v1
scaffold_6170	chrUn_NW_016687725v1
scaffold_6172	chrUn_NW_016687726v1
scaffold_6173	chrUn_NW_016687727v1
scaffold_6174	chrUn_NW_016687728v1
scaffold_6175	chrUn_NW_016687729v1
scaffold_6176	chrUn_NW_016687730v1
scaffold_6177	chrUn_NW_016687731v1
scaffold_6178	chrUn_NW_016687732v1
scaffold_6179	chrUn_NW_016687733v1
scaffold_618	chrUn_NW_016683832v1
scaffold_6181	chrUn_NW_016687734v1
scaffold_6182	chrUn_NW_016687735v1
scaffold_6183	chrUn_NW_016687736v1
scaffold_6184	chrUn_NW_016687737v1
scaffold_6185	chrUn_NW_016687738v1
scaffold_6186	chrUn_NW_016687739v1
scaffold_6187	chrUn_NW_016687740v1
scaffold_6188	chrUn_NW_016687741v1
scaffold_6189	chrUn_NW_016687742v1
scaffold_619	chrUn_NW_016683833v1
scaffold_6190	chrUn_NW_016687743v1
scaffold_6191	chrUn_NW_016687744v1
scaffold_6193	chrUn_NW_016687745v1
scaffold_6194	chrUn_NW_016687746v1
scaffold_6195	chrUn_NW_016687747v1
scaffold_6196	chrUn_NW_016687748v1
scaffold_6197	chrUn_NW_016687749v1
scaffold_6198	chrUn_NW_016687750v1
scaffold_620	chrUn_NW_016683834v1
scaffold_6201	chrUn_NW_016687751v1
scaffold_6203	chrUn_NW_016687752v1
scaffold_6204	chrUn_NW_016687753v1
scaffold_6205	chrUn_NW_016687754v1
scaffold_6206	chrUn_NW_016687755v1
scaffold_6207	chrUn_NW_016687756v1
scaffold_6208	chrUn_NW_016687757v1
scaffold_6209	chrUn_NW_016687758v1
scaffold_621	chrUn_NW_016683835v1
scaffold_6210	chrUn_NW_016687759v1
scaffold_6211	chrUn_NW_016687760v1
scaffold_6214	chrUn_NW_016687761v1
scaffold_6215	chrUn_NW_016687762v1
scaffold_6217	chrUn_NW_016687763v1
scaffold_6219	chrUn_NW_016687764v1
scaffold_622	chrUn_NW_016683836v1
scaffold_6220	chrUn_NW_016687765v1
scaffold_6221	chrUn_NW_016687766v1
scaffold_6224	chrUn_NW_016687767v1
scaffold_6226	chrUn_NW_016687768v1
scaffold_6227	chrUn_NW_016687769v1
scaffold_6228	chrUn_NW_016687770v1
scaffold_623	chrUn_NW_016683837v1
scaffold_6230	chrUn_NW_016687771v1
scaffold_6232	chrUn_NW_016687772v1
scaffold_6233	chrUn_NW_016687773v1
scaffold_6236	chrUn_NW_016687774v1
scaffold_6237	chrUn_NW_016687775v1
scaffold_6238	chrUn_NW_016687776v1
scaffold_6239	chrUn_NW_016687777v1
scaffold_624	chrUn_NW_016683838v1
scaffold_6240	chrUn_NW_016687778v1
scaffold_6241	chrUn_NW_016687779v1
scaffold_6242	chrUn_NW_016687780v1
scaffold_6243	chrUn_NW_016687781v1
scaffold_6244	chrUn_NW_016687782v1
scaffold_6245	chrUn_NW_016687783v1
scaffold_6246	chrUn_NW_016687784v1
scaffold_6247	chrUn_NW_016687785v1
scaffold_6248	chrUn_NW_016687786v1
scaffold_6249	chrUn_NW_016687787v1
scaffold_625	chrUn_NW_016683839v1
scaffold_6250	chrUn_NW_016687788v1
scaffold_6251	chrUn_NW_016687789v1
scaffold_6252	chrUn_NW_016687790v1
scaffold_6253	chrUn_NW_016687791v1
scaffold_6255	chrUn_NW_016687792v1
scaffold_6256	chrUn_NW_016687793v1
scaffold_6258	chrUn_NW_016687794v1
scaffold_6260	chrUn_NW_016687795v1
scaffold_6261	chrUn_NW_016687796v1
scaffold_6262	chrUn_NW_016687797v1
scaffold_6263	chrUn_NW_016687798v1
scaffold_6264	chrUn_NW_016687799v1
scaffold_6265	chrUn_NW_016687800v1
scaffold_6268	chrUn_NW_016687801v1
scaffold_6269	chrUn_NW_016687802v1
scaffold_627	chrUn_NW_016683840v1
scaffold_6270	chrUn_NW_016687803v1
scaffold_6272	chrUn_NW_016687804v1
scaffold_6274	chrUn_NW_016687805v1
scaffold_6275	chrUn_NW_016687806v1
scaffold_6276	chrUn_NW_016687807v1
scaffold_6277	chrUn_NW_016687808v1
scaffold_6278	chrUn_NW_016687809v1
scaffold_628	chrUn_NW_016683841v1
scaffold_6283	chrUn_NW_016687810v1
scaffold_6284	chrUn_NW_016687811v1
scaffold_6285	chrUn_NW_016687812v1
scaffold_6286	chrUn_NW_016687813v1
scaffold_6287	chrUn_NW_016687814v1
scaffold_6288	chrUn_NW_016687815v1
scaffold_6289	chrUn_NW_016687816v1
scaffold_629	chrUn_NW_016683842v1
scaffold_6290	chrUn_NW_016687817v1
scaffold_6291	chrUn_NW_016687818v1
scaffold_6292	chrUn_NW_016687819v1
scaffold_6293	chrUn_NW_016687820v1
scaffold_6294	chrUn_NW_016687821v1
scaffold_6295	chrUn_NW_016687822v1
scaffold_6297	chrUn_NW_016687823v1
scaffold_6298	chrUn_NW_016687824v1
scaffold_63	chrUn_NW_016683402v1
scaffold_630	chrUn_NW_016683843v1
scaffold_6302	chrUn_NW_016687825v1
scaffold_6304	chrUn_NW_016687826v1
scaffold_6306	chrUn_NW_016687827v1
scaffold_6307	chrUn_NW_016687828v1
scaffold_6311	chrUn_NW_016687829v1
scaffold_6312	chrUn_NW_016687830v1
scaffold_6315	chrUn_NW_016687831v1
scaffold_6316	chrUn_NW_016687832v1
scaffold_6318	chrUn_NW_016687833v1
scaffold_6319	chrUn_NW_016687834v1
scaffold_632	chrUn_NW_016683844v1
scaffold_6320	chrUn_NW_016687835v1
scaffold_6322	chrUn_NW_016687836v1
scaffold_6323	chrUn_NW_016687837v1
scaffold_6324	chrUn_NW_016687838v1
scaffold_6325	chrUn_NW_016687839v1
scaffold_6326	chrUn_NW_016687840v1
scaffold_6327	chrUn_NW_016687841v1
scaffold_6328	chrUn_NW_016687842v1
scaffold_6329	chrUn_NW_016687843v1
scaffold_633	chrUn_NW_016683845v1
scaffold_6331	chrUn_NW_016687844v1
scaffold_6333	chrUn_NW_016687845v1
scaffold_6334	chrUn_NW_016687846v1
scaffold_6336	chrUn_NW_016687847v1
scaffold_6337	chrUn_NW_016687848v1
scaffold_6339	chrUn_NW_016687849v1
scaffold_634	chrUn_NW_016683846v1
scaffold_6340	chrUn_NW_016687850v1
scaffold_6341	chrUn_NW_016687851v1
scaffold_6342	chrUn_NW_016687852v1
scaffold_6343	chrUn_NW_016687853v1
scaffold_6345	chrUn_NW_016687854v1
scaffold_6346	chrUn_NW_016687855v1
scaffold_6347	chrUn_NW_016687856v1
scaffold_6349	chrUn_NW_016687857v1
scaffold_635	chrUn_NW_016683847v1
scaffold_6352	chrUn_NW_016687858v1
scaffold_6353	chrUn_NW_016687859v1
scaffold_6354	chrUn_NW_016687860v1
scaffold_6355	chrUn_NW_016687861v1
scaffold_6356	chrUn_NW_016687862v1
scaffold_6358	chrUn_NW_016687863v1
scaffold_636	chrUn_NW_016683848v1
scaffold_6360	chrUn_NW_016687864v1
scaffold_6361	chrUn_NW_016687865v1
scaffold_6362	chrUn_NW_016687866v1
scaffold_6363	chrUn_NW_016687867v1
scaffold_6364	chrUn_NW_016687868v1
scaffold_6365	chrUn_NW_016687869v1
scaffold_6367	chrUn_NW_016687870v1
scaffold_6368	chrUn_NW_016687871v1
scaffold_6369	chrUn_NW_016687872v1
scaffold_637	chrUn_NW_016683849v1
scaffold_6370	chrUn_NW_016687873v1
scaffold_6372	chrUn_NW_016687874v1
scaffold_6374	chrUn_NW_016687875v1
scaffold_6375	chrUn_NW_016687876v1
scaffold_6376	chrUn_NW_016687877v1
scaffold_6377	chrUn_NW_016687878v1
scaffold_6378	chrUn_NW_016687879v1
scaffold_6379	chrUn_NW_016687880v1
scaffold_638	chrUn_NW_016683850v1
scaffold_6380	chrUn_NW_016687881v1
scaffold_6381	chrUn_NW_016687882v1
scaffold_6382	chrUn_NW_016687883v1
scaffold_6383	chrUn_NW_016687884v1
scaffold_6384	chrUn_NW_016687885v1
scaffold_6385	chrUn_NW_016687886v1
scaffold_6386	chrUn_NW_016687887v1
scaffold_6388	chrUn_NW_016687888v1
scaffold_6389	chrUn_NW_016687889v1
scaffold_6390	chrUn_NW_016687890v1
scaffold_6391	chrUn_NW_016687891v1
scaffold_6393	chrUn_NW_016687892v1
scaffold_6394	chrUn_NW_016687893v1
scaffold_6395	chrUn_NW_016687894v1
scaffold_6396	chrUn_NW_016687895v1
scaffold_6397	chrUn_NW_016687896v1
scaffold_6398	chrUn_NW_016687897v1
scaffold_6399	chrUn_NW_016687898v1
scaffold_64	chrUn_NW_016683403v1
scaffold_640	chrUn_NW_016683851v1
scaffold_6400	chrUn_NW_016687899v1
scaffold_6401	chrUn_NW_016687900v1
scaffold_6402	chrUn_NW_016687901v1
scaffold_6404	chrUn_NW_016687902v1
scaffold_6405	chrUn_NW_016687903v1
scaffold_6406	chrUn_NW_016687904v1
scaffold_6407	chrUn_NW_016687905v1
scaffold_6408	chrUn_NW_016687906v1
scaffold_6409	chrUn_NW_016687907v1
scaffold_641	chrUn_NW_016683852v1
scaffold_6410	chrUn_NW_016687908v1
scaffold_6412	chrUn_NW_016687909v1
scaffold_6413	chrUn_NW_016687910v1
scaffold_6414	chrUn_NW_016687911v1
scaffold_6415	chrUn_NW_016687912v1
scaffold_6416	chrUn_NW_016687913v1
scaffold_6417	chrUn_NW_016687914v1
scaffold_6418	chrUn_NW_016687915v1
scaffold_6419	chrUn_NW_016687916v1
scaffold_642	chrUn_NW_016683853v1
scaffold_6420	chrUn_NW_016687917v1
scaffold_6422	chrUn_NW_016687918v1
scaffold_6423	chrUn_NW_016687919v1
scaffold_6424	chrUn_NW_016687920v1
scaffold_6425	chrUn_NW_016687921v1
scaffold_6426	chrUn_NW_016687922v1
scaffold_6427	chrUn_NW_016687923v1
scaffold_6428	chrUn_NW_016687924v1
scaffold_6429	chrUn_NW_016687925v1
scaffold_6431	chrUn_NW_016687926v1
scaffold_6434	chrUn_NW_016687927v1
scaffold_6435	chrUn_NW_016687928v1
scaffold_6436	chrUn_NW_016687929v1
scaffold_6440	chrUn_NW_016687930v1
scaffold_6441	chrUn_NW_016687931v1
scaffold_6442	chrUn_NW_016687932v1
scaffold_6443	chrUn_NW_016687933v1
scaffold_6444	chrUn_NW_016687934v1
scaffold_6445	chrUn_NW_016687935v1
scaffold_6446	chrUn_NW_016687936v1
scaffold_6448	chrUn_NW_016687937v1
scaffold_6449	chrUn_NW_016687938v1
scaffold_645	chrUn_NW_016683854v1
scaffold_6451	chrUn_NW_016687939v1
scaffold_6452	chrUn_NW_016687940v1
scaffold_6453	chrUn_NW_016687941v1
scaffold_6454	chrUn_NW_016687942v1
scaffold_6455	chrUn_NW_016687943v1
scaffold_6456	chrUn_NW_016687944v1
scaffold_6458	chrUn_NW_016687945v1
scaffold_6459	chrUn_NW_016687946v1
scaffold_6461	chrUn_NW_016687947v1
scaffold_6462	chrUn_NW_016687948v1
scaffold_6465	chrUn_NW_016687949v1
scaffold_6466	chrUn_NW_016687950v1
scaffold_6467	chrUn_NW_016687951v1
scaffold_6468	chrUn_NW_016687952v1
scaffold_6471	chrUn_NW_016687953v1
scaffold_6472	chrUn_NW_016687954v1
scaffold_6473	chrUn_NW_016687955v1
scaffold_6476	chrUn_NW_016687956v1
scaffold_6477	chrUn_NW_016687957v1
scaffold_6479	chrUn_NW_016687958v1
scaffold_6480	chrUn_NW_016687959v1
scaffold_6481	chrUn_NW_016687960v1
scaffold_6482	chrUn_NW_016687961v1
scaffold_6483	chrUn_NW_016687962v1
scaffold_6484	chrUn_NW_016687963v1
scaffold_6485	chrUn_NW_016687964v1
scaffold_6486	chrUn_NW_016687965v1
scaffold_6487	chrUn_NW_016687966v1
scaffold_6488	chrUn_NW_016687967v1
scaffold_6489	chrUn_NW_016687968v1
scaffold_6490	chrUn_NW_016687969v1
scaffold_6491	chrUn_NW_016687970v1
scaffold_6492	chrUn_NW_016687971v1
scaffold_6493	chrUn_NW_016687972v1
scaffold_6494	chrUn_NW_016687973v1
scaffold_6495	chrUn_NW_016687974v1
scaffold_6497	chrUn_NW_016687975v1
scaffold_650	chrUn_NW_016683855v1
scaffold_6500	chrUn_NW_016687976v1
scaffold_6501	chrUn_NW_016687977v1
scaffold_6503	chrUn_NW_016687978v1
scaffold_6504	chrUn_NW_016687979v1
scaffold_6505	chrUn_NW_016687980v1
scaffold_6506	chrUn_NW_016687981v1
scaffold_6507	chrUn_NW_016687982v1
scaffold_6508	chrUn_NW_016687983v1
scaffold_6509	chrUn_NW_016687984v1
scaffold_6510	chrUn_NW_016687985v1
scaffold_6512	chrUn_NW_016687986v1
scaffold_6513	chrUn_NW_016687987v1
scaffold_6514	chrUn_NW_016687988v1
scaffold_6515	chrUn_NW_016687989v1
scaffold_6516	chrUn_NW_016687990v1
scaffold_6517	chrUn_NW_016687991v1
scaffold_6519	chrUn_NW_016687992v1
scaffold_652	chrUn_NW_016683856v1
scaffold_6520	chrUn_NW_016687993v1
scaffold_6521	chrUn_NW_016687994v1
scaffold_6523	chrUn_NW_016687995v1
scaffold_6529	chrUn_NW_016687996v1
scaffold_653	chrUn_NW_016683857v1
scaffold_6530	chrUn_NW_016687997v1
scaffold_6531	chrUn_NW_016687998v1
scaffold_6532	chrUn_NW_016687999v1
scaffold_6533	chrUn_NW_016688000v1
scaffold_6534	chrUn_NW_016688001v1
scaffold_6537	chrUn_NW_016688002v1
scaffold_6538	chrUn_NW_016688003v1
scaffold_6539	chrUn_NW_016688004v1
scaffold_6540	chrUn_NW_016688005v1
scaffold_6541	chrUn_NW_016688006v1
scaffold_6542	chrUn_NW_016688007v1
scaffold_6543	chrUn_NW_016688008v1
scaffold_6544	chrUn_NW_016688009v1
scaffold_6545	chrUn_NW_016688010v1
scaffold_6546	chrUn_NW_016688011v1
scaffold_6548	chrUn_NW_016688012v1
scaffold_6549	chrUn_NW_016688013v1
scaffold_655	chrUn_NW_016683858v1
scaffold_6550	chrUn_NW_016688014v1
scaffold_6551	chrUn_NW_016688015v1
scaffold_6553	chrUn_NW_016688016v1
scaffold_6554	chrUn_NW_016688017v1
scaffold_6555	chrUn_NW_016688018v1
scaffold_6556	chrUn_NW_016688019v1
scaffold_6558	chrUn_NW_016688020v1
scaffold_6559	chrUn_NW_016688021v1
scaffold_656	chrUn_NW_016683859v1
scaffold_6560	chrUn_NW_016688022v1
scaffold_6562	chrUn_NW_016688023v1
scaffold_6563	chrUn_NW_016688024v1
scaffold_6564	chrUn_NW_016688025v1
scaffold_6566	chrUn_NW_016688026v1
scaffold_6567	chrUn_NW_016688027v1
scaffold_6569	chrUn_NW_016688028v1
scaffold_6571	chrUn_NW_016688029v1
scaffold_6572	chrUn_NW_016688030v1
scaffold_6574	chrUn_NW_016688031v1
scaffold_6575	chrUn_NW_016688032v1
scaffold_6577	chrUn_NW_016688033v1
scaffold_6579	chrUn_NW_016688034v1
scaffold_658	chrUn_NW_016683860v1
scaffold_6580	chrUn_NW_016688035v1
scaffold_6581	chrUn_NW_016688036v1
scaffold_6584	chrUn_NW_016688037v1
scaffold_6586	chrUn_NW_016688038v1
scaffold_6587	chrUn_NW_016688039v1
scaffold_6588	chrUn_NW_016688040v1
scaffold_6589	chrUn_NW_016688041v1
scaffold_659	chrUn_NW_016683861v1
scaffold_6590	chrUn_NW_016688042v1
scaffold_6591	chrUn_NW_016688043v1
scaffold_6592	chrUn_NW_016688044v1
scaffold_6593	chrUn_NW_016688045v1
scaffold_6594	chrUn_NW_016688046v1
scaffold_6595	chrUn_NW_016688047v1
scaffold_6596	chrUn_NW_016688048v1
scaffold_6598	chrUn_NW_016688049v1
scaffold_66	chrUn_NW_016683404v1
scaffold_660	chrUn_NW_016683862v1
scaffold_6601	chrUn_NW_016688050v1
scaffold_6603	chrUn_NW_016688051v1
scaffold_6604	chrUn_NW_016688052v1
scaffold_6605	chrUn_NW_016688053v1
scaffold_6606	chrUn_NW_016688054v1
scaffold_6608	chrUn_NW_016688055v1
scaffold_661	chrUn_NW_016683863v1
scaffold_6610	chrUn_NW_016688056v1
scaffold_6611	chrUn_NW_016688057v1
scaffold_6612	chrUn_NW_016688058v1
scaffold_6613	chrUn_NW_016688059v1
scaffold_6614	chrUn_NW_016688060v1
scaffold_6616	chrUn_NW_016688061v1
scaffold_6617	chrUn_NW_016688062v1
scaffold_6618	chrUn_NW_016688063v1
scaffold_6619	chrUn_NW_016688064v1
scaffold_662	chrUn_NW_016683864v1
scaffold_6620	chrUn_NW_016688065v1
scaffold_6622	chrUn_NW_016688066v1
scaffold_6623	chrUn_NW_016688067v1
scaffold_6625	chrUn_NW_016688068v1
scaffold_6626	chrUn_NW_016688069v1
scaffold_6627	chrUn_NW_016688070v1
scaffold_6628	chrUn_NW_016688071v1
scaffold_663	chrUn_NW_016683865v1
scaffold_6632	chrUn_NW_016688072v1
scaffold_6633	chrUn_NW_016688073v1
scaffold_6635	chrUn_NW_016688074v1
scaffold_6636	chrUn_NW_016688075v1
scaffold_6637	chrUn_NW_016688076v1
scaffold_6638	chrUn_NW_016688077v1
scaffold_6639	chrUn_NW_016688078v1
scaffold_6641	chrUn_NW_016688079v1
scaffold_6642	chrUn_NW_016688080v1
scaffold_6643	chrUn_NW_016688081v1
scaffold_6648	chrUn_NW_016688082v1
scaffold_6649	chrUn_NW_016688083v1
scaffold_665	chrUn_NW_016683866v1
scaffold_6650	chrUn_NW_016688084v1
scaffold_6651	chrUn_NW_016688085v1
scaffold_6652	chrUn_NW_016688086v1
scaffold_6653	chrUn_NW_016688087v1
scaffold_6654	chrUn_NW_016688088v1
scaffold_6658	chrUn_NW_016688089v1
scaffold_6659	chrUn_NW_016688090v1
scaffold_666	chrUn_NW_016683867v1
scaffold_6661	chrUn_NW_016688091v1
scaffold_6662	chrUn_NW_016688092v1
scaffold_6663	chrUn_NW_016688093v1
scaffold_6664	chrUn_NW_016688094v1
scaffold_6666	chrUn_NW_016688095v1
scaffold_6667	chrUn_NW_016688096v1
scaffold_6668	chrUn_NW_016688097v1
scaffold_6669	chrUn_NW_016688098v1
scaffold_667	chrUn_NW_016683868v1
scaffold_6671	chrUn_NW_016688099v1
scaffold_6673	chrUn_NW_016688100v1
scaffold_6674	chrUn_NW_016688101v1
scaffold_6675	chrUn_NW_016688102v1
scaffold_6676	chrUn_NW_016688103v1
scaffold_6677	chrUn_NW_016688104v1
